Acc_TB_pneum 	 0 	 19 	 L_AX_LN 	 0 	 15
Acc_TB_pneum 	 0 	 19 	 L_cran_HLN_gr_3 	 19 	 25
Acc_TB_pneum 	 0 	 19 	 L_ing_LN 	 21 	 22
Acc_TB_pneum 	 0 	 19 	 L_subclav_LN 	 16 	 22
Acc_TB_pneum 	 0 	 19 	 LML 	 17 	 22
Acc_TB_pneum 	 0 	 19 	 LUL 	 15 	 20
Acc_TB_pneum 	 0 	 19 	 R_AX_LN 	 12 	 19
Acc_TB_pneum 	 0 	 19 	 R_ing_LN 	 15 	 33
Acc_TB_pneum 	 0 	 19 	 R_paratrach_LN_gr 	 20 	 28
Acc_TB_pneum 	 0 	 19 	 R_paratrach_LN_gr_2 	 21 	 26
Acc_TB_pneum 	 0 	 19 	 RLL 	 16 	 23
Acc_TB_pneum 	 0 	 19 	 RLL_airway_mucus 	 19 	 24
Acc_TB_pneum 	 0 	 19 	 RML 	 15 	 19
Acc_TB_pneum 	 0 	 19 	 RUL 	 14 	 20
Acc_TB_pneum 	 0 	 19 	 Snot 	 16 	 20
Acc_TB_pneum 	 20 	 29 	 L_cran_HLN_gr_3 	 26 	 28
Acc_TB_pneum 	 20 	 29 	 L_subclav_LN 	 23 	 30
Acc_TB_pneum 	 20 	 29 	 LML 	 23 	 27
Acc_TB_pneum 	 20 	 29 	 LUL 	 21 	 24
Acc_TB_pneum 	 20 	 29 	 RLL 	 24 	 28
Acc_TB_pneum 	 20 	 29 	 RLL_gr_2 	 0 	 53
Acc_TB_pneum 	 30 	 40 	 Acc_LN_gr 	 9 	 25
Acc_TB_pneum 	 30 	 40 	 Cent_carin_gr 	 32 	 58
Acc_TB_pneum 	 30 	 40 	 L_AX_LN 	 16 	 66
Acc_TB_pneum 	 30 	 40 	 L_cran_HLN_gr_1 	 20 	 58
Acc_TB_pneum 	 30 	 40 	 L_cran_HLN_gr_2 	 25 	 66
Acc_TB_pneum 	 30 	 40 	 L_cran_HLN_gr_3 	 31 	 54
Acc_TB_pneum 	 30 	 40 	 L_ing_LN 	 23 	 46
Acc_TB_pneum 	 30 	 40 	 L_subclav_LN 	 31 	 53
